+--------------------------------------------+
|CommunityId| TABLE_NAME                     |
| 39        | CHARGE                         |
| 39        | INTERFACE_FILE                 |
| 39        | BILL_ITEM_MODIFIER             |
| 40        | SCH_ASSOC                      |
| 41        | ENCNTR_ACCIDENT                |
| 42        | SCH_DATE_COMMENT               |
| 43        | EXPEDITE_PROCESSING            |
| 44        | PRIVILEGE_DEF                  |
| 45        | CE_IO_TOTAL_RESULT             |
| 46        | HOLD_RULE_CONDITION            |
| 47        | PFT_ACCT_NUMBER                |
| 48        | PERSON_PATIENT                 |
| 48        | LONG_TEXT                      |
| 48        | CE_DYNAMIC_LABEL               |
| 48        | ENCNTR_INFO                    |
| 48        | CLINICAL_EVENT                 |
| 48        | ENCNTR_ID_GTMP                 |
| 48        | CE_RESULT_SET_LINK             |
| 48        | EVENT_CD_GTMP                  |
| 48        | ORDER_ALERTS                   |
| 48        | CE_CONTRIBUTOR_LINK            |
| 48        | TRACKING_COMMENT               |
| 48        | SCH_EVENT_COMM                 |
| 48        | ORDER_SUPPLY_REVIEW            |
| 48        | CE_LINKED_RESULT               |
| 48        | RAD_OPS_EXCEPTION              |
| 48        | PERSON_INFO                    |
| 48        | CE_STRING_RESULT               |
| 48        | CE_BLOB_RESULT                 |
| 49        | MSG_ENCNTR_GRP                 |
| 49        | MSG_EVENT_GRP                  |
| 49        | MSG_COLUMN_GRP                 |
| 50        | DM_STAT_TABLE                  |
| 51        | OMF_LOCATION_HIST_ST           |
| 52        | ROLE_TYPE_RELTN                |
| 53        | LONG_BLOB                      |
| 53        | EKS_NOTIFY_LOC_R               |
| 53        | DCP_FORMS_ACTIVITY_COMP        |
| 53        | EKS_NOTIFY_PERSN_R             |
| 53        | EKS_NOTIFICATIONS              |
| 53        | CE_EVENT_NOTE                  |
| 54        | PULL_LIST_CONTROLS             |
| 55        | PHONE_HIST                     |
| 56        | ORDER_ORDER_RELTN              |
| 57        | OMF_ENCNTR_ST                  |
| 57        | CUST_OES_TEMP                  |
| 58        | ORDER_ENTRY_FIELDS             |
| 58        | OE_FIELD_MEANING               |
| 58        | ORDER_DETAIL                   |
| 58        | OE_FORMAT_FIELDS               |
| 58        | SCH_EVENT_DETAIL               |
| 59        | DM_PROCESS                     |
| 60        | PREFDIR_GROUP                  |
| 60        | PREFDIR_TYPE                   |
| 60        | PREFDIR_ENTRYDATA              |
| 61        | DRG                            |
| 61        | CODING                         |
| 61        | DRG_ENCNTR_EXTENSION           |
| 62        | DRG_EXTENSION                  |
| 63        | OMF_CODING_ST                  |
| 64        | RX_LOC_RESOURCE_RELTN          |
| 65        | PFT_WF_ISSUE                   |
| 65        | PFT_QUEUE_ITEM                 |
| 65        | PFT_WF_PROCESS_MODEL           |
| 65        | PFT_WF_ISSUE_CRITERIA          |
| 66        | DCP_PL_ARGUMENT                |
| 67        | ORDER_PRIORITY_FLEXING         |
| 68        | CCL_REPORT_AUDIT               |
| 69        | ORG_TRANS_IDENT                |
| 70        | CONTAINER_EVENT                |
| 71        | HEALTH_PLAN_ALIAS              |
| 72        | SA_PREFERENCE_VALUE            |
| 72        | SA_PREFERENCE                  |
| 73        | AUTHORIZATION                  |
| 74        | PRSNL_GROUP_POOL_ROUTING_R     |
| 75        | PATHWAY_NOTIFICATION           |
| 76        | ROUTE_COLLECTION_PRIORITY_R    |
| 77        | CQM_LISTENER_CONFIG            |
| 77        | CQM_LISTENER_REGISTRY          |
| 77        | CQM_OENINTERFACE_TR_1          |
| 78        | RAD_DEF_SERV_RES               |
| 79        | RAD_INIT_READ                  |
| 80        | DCP_CUSTOM_COLS_SORT           |
| 81        | SCH_SUB_LIST                   |
| 81        | SYS_CHG_NOTIFICATION           |
| 81        | SCH_TEXT_LINK                  |
| 81        | SCH_TEMPLATE                   |
| 81        | SYS_CHG_MESSAGE                |
| 81        | LONG_TEXT_REFERENCE            |
| 81        | DMS_MEDIA_METADATA_REF         |
| 81        | PM_FLX_CONV_OPTIONS            |
| 82        | SCH_SEQ_GROUP                  |
| 82        | SCH_SEQ_LIST                   |
| 82        | SCH_APPT_INTER                 |
| 83        | HIM_EVENT_ALLOCATION           |
| 84        | PERSON_PERSON_RELTN_HIST       |
| 85        | OUTBOUND_FIELD_PROCESSING      |
| 86        | DIAGNOSIS_ACTION               |
| 87        | CE_EVENT_ORDER_LINK            |
| 87        | CE_MED_RESULT                  |
| 88        | OMF_DATE                       |
| 89        | RAD_TECH_FMT_ERPRC_OVRD        |
| 90        | HM_EXPECT_SERIES               |
| 90        | HM_EXPECT                      |
| 91        | HM_RECOMMENDATION_ACTION       |
| 92        | EEM_FILE_RELTN                 |
| 92        | EEM_FILE_CHECK                 |
| 92        | EEM_FILE                       |
| 93        | CONTAINER_LAB_HANDLING         |
| 94        | CE_RTE_PRSNL_RELTN             |
| 95        | SCH_ACTION_DATE                |
| 96        | OMF_RADEXAM_ST                 |
| 97        | CE_DATE_RESULT                 |
| 98        | EXPEDITE_MANUAL                |
| 99        | COND_EXPRESSION_COMP           |
| 99        | COND_EXPRESSION                |
| 100       | MLTM_RXB_ORDER_DISPENSE_MAP    |
| 101       | SUBSCRIPTION_FILTER_MSG        |
| 101       | SUBSCRIPTION                   |
| 102       | PERSON_ABORH                   |
| 103       | LOC_RESOURCE_R                 |
| 103       | RAD_EXAM_ROOM                  |
| 103       | ORC_RESOURCE_LIST              |
| 103       | ASSAY_RESOURCE_LIST            |
| 104       | ENCNTR_LEAVE                   |
| 105       | MLTM_RXB_ORDER                 |
| 106       | CCL_PROMPT_DEFINITIONS         |
| 106       | CCL_PROMPT_PROPERTIES          |
| 107       | PREFDIR_VALUE                  |
| 108       | OMF_RADREPORT_ST               |
| 109       | SCH_WARNING                    |
| 109       | SCH_LOCATION                   |
| 110       | DM_ENTITY_ACTIVITY             |
| 111       | WORKFLOW_TASK_QUEUE            |
| 112       | ORDER_INGREDIENT_DOSE          |
| 112       | ORDER_PRODUCT                  |
| 112       | ORDER_PRODUCT_DOSE             |
| 112       | DISPENSE_CATEGORY              |
| 112       | CODE_VALUE_EVENT_R             |
| 113       | CONTRIBUTOR_SYSTEM             |
| 114       | PROC_CLASSIFICATION            |
| 115       | MAMMO_STUDY                    |
| 115       | RAD_FOL_UP_FIELD               |
| 115       | MAMMO_FOLLOW_UP                |
| 116       | SI_RESULT_SET_ORDER_RELTN      |
| 117       | DM_PROCESS_EVENT_DTL           |
| 118       | ZIP_DEFAULT                    |
| 119       | PAT_ED_DOC_LEAFLET_ACTIVITY    |
| 119       | PAT_ED_DOCUMENT                |
| 120       | BLOB_REFERENCE                 |
| 120       | PPR_CONSENT_STATUS             |
| 120       | PPR_CONSENT_POLICY             |
| 120       | ENCNTR_PERSON_RELTN            |
| 121       | ORDER_CATALOG_REVIEW           |
| 122       | CONFIG_PREFS                   |
| 123       | OMF_ST_FILL_SCRIPTS            |
| 124       | SCH_APPT_SYN                   |
| 125       | OMF_RADTECH_ORDER_ST           |
| 126       | ORDER_SENTENCE_FILTER          |
| 127       | ENCNTR_CONDITION_CODE          |
| 128       | DM_ARC_ENV                     |
| 129       | ENCNTR_AUGM_CARE_PERIOD        |
| 130       | RAD_WORKLIST                   |
| 130       | RAD_WORKLIST_FAVORITES         |
| 131       | PROBLEM_ACTION                 |
| 132       | SCH_DISP_SCHEME                |
| 133       | RES_SIGN_ACT_SUBTYPE           |
| 133       | RAD_RES_INFO                   |
| 134       | EXAM_FOLDER                    |
| 134       | PULL_ORD_SCHED                 |
| 134       | PULL_LIST                      |
| 135       | SCH_PREF                       |
| 136       | DM_PREFS                       |
| 137       | SCD_TERM                       |
| 137       | SCD_BLOB                       |
| 137       | SCD_STORY                      |
| 137       | SCD_PARAGRAPH                  |
| 137       | SCD_SENTENCE                   |
| 137       | SCD_TERM_DATA                  |
| 137       | SCR_TERM_TEXT                  |
| 137       | SCR_PARAGRAPH_TYPE             |
| 137       | SCR_TERM_DEFINITION            |
| 137       | SCR_TERM                       |
| 138       | MANUFACTURER_ITEM              |
| 138       | MEDICATION_DEFINITION          |
| 138       | MED_PACKAGE_TYPE               |
| 138       | MED_DEF_FLEX                   |
| 138       | MED_FLEX_OBJECT_IDX            |
| 138       | MED_DISPENSE                   |
| 138       | WARNING_LABEL                  |
| 138       | WARNING_LABEL_XREF             |
| 138       | MED_PRODUCT                    |
| 138       | QUANTITY_ON_HAND               |
| 138       | ITEM_LOCATION_COST             |
| 138       | ORDER_CATALOG_ITEM_R           |
| 138       | MED_INGRED_SET                 |
| 138       | MED_OE_DEFAULTS                |
| 138       | MED_COST_HX                    |
| 138       | RX_CURVE                       |
| 138       | PACKAGE_TYPE                   |
| 138       | MED_IDENTIFIER                 |
| 139       | DRC_DOSE_RANGE                 |
| 139       | DRC_PREMISE                    |
| 139       | DRC_GROUP_RELTN                |
| 139       | DRC_FORM_RELTN                 |
| 140       | TPM_RULE_TIER                  |
| 140       | TPM_RULE_DEF                   |
| 140       | TPM_RESULT                     |
| 140       | TPM_CHRG_TIER                  |
| 141       | ADDRESS_HIST                   |
| 142       | MSG_ITEM_GRP_DTL_RELTN         |
| 143       | CODE_VALUE_MODS                |
| 144       | ENCNTR_FLEX_HIST               |
| 145       | CE_PRCS_QUEUE                  |
| 146       | DOC_TRANSCRIPTION_QUEUE        |
| 147       | DUP_CHECKING                   |
| 148       | CODE_VALUE_EXTNSN_MODS         |
| 149       | COLLECTION_INFO_QUAL_HIST      |
| 150       | PHASE_GROUP                    |
| 150       | BB_ORDER_PHASE                 |
| 151       | TEMPLATE_NONFORMULARY          |
| 152       | PREFDIR_DESCENDANT             |
| 153       | OMF_ORDER_ST                   |
| 154       | BMDI_ACQUIRED_DATA_TRACK       |
| 155       | SYNONYM_ITEM_R                 |
| 156       | PROP_ORDER                     |
| 157       | MIC_ORDER_LAB                  |
| 158       | OUTBOUND_SELECTION             |
| 159       | EQUATION_COMPONENT             |
| 159       | EQUATION                       |
| 160       | TRACKING_HOLD                  |
| 161       | PROT_MASTER                    |
| 161       | PW_PT_RELTN                    |
| 162       | ITEM_INTERVAL_TABLE            |
| 162       | INTERVAL_TABLE                 |
| 163       | CODE_VALUE_CHANGES             |
| 164       | PM_LOCK                        |
| 165       | PC_ATTRIBUTE                   |
| 166       | CMT_SUBSET                     |
| 167       | TPL_APPL                       |
| 167       | TPL_APPL_TASK_RELTN            |
| 167       | TPL_SOLU                       |
| 167       | TPL_APPL_DETAIL                |
| 168       | TASK_ACTIVITY                  |
| 168       | ORDER_TASK                     |
| 168       | DCP_FORMS_REF                  |
| 168       | IB_RX_REQ                      |
| 168       | TASK_RELTN                     |
| 168       | DCP_INPUT_REF                  |
| 168       | DCP_SECTION_REF                |
| 168       | DCP_FORMS_ACTIVITY_PRSNL       |
| 168       | TASK_SUBACTIVITY               |
| 168       | DCP_FORMS_DEF                  |
| 168       | TASK_ACTIVITY_ASSIGNMENT       |
| 168       | DCP_FORMS_ACTIVITY             |
| 169       | NOMEN_CAT_LIST                 |
| 169       | NOMEN_CATEGORY                 |
| 170       | RAD_TECH_FLD_FMT_R             |
| 170       | RAD_TECH_FIELD                 |
| 170       | RAD_TECH_FORMAT                |
| 170       | RAD_TECH_FMT_ERPRC_R           |
| 170       | RAD_TECH_CMT_DATA              |
| 171       | NOTE_PHRASE                    |
| 172       | RAD_EXPOSURE_VALUES            |
| 172       | SERVICE_DIRECTORY              |
| 173       | CCR_FILTER                     |
| 174       | LONG_BLOB_REFERENCE            |
| 174       | INVTN_FRAGMENT                 |
| 174       | REF_TEXT_VERSION               |
| 174       | REF_TEXT_FACILITY_R            |
| 175       | RT_COUNTS                      |
| 176       | HNA_EXCEPT_AUDIT               |
| 177       | PFT_QUEUE_DEFINITION           |
| 178       | SCD_STORY_CONCEPT              |
| 179       | OMF_RADTRANS_ORDER_ST          |
| 180       | SCH_APPT_FREE                  |
| 181       | ESI_STATISTIC                  |
| 182       | FILM_EXAM                      |
| 182       | EXAM_DATA                      |
| 182       | MEDIA_EXAM                     |
| 183       | CE_AUDIT_LOG                   |
| 184       | SCR_PATTERN                    |
| 184       | SCD_STORY_PATTERN              |
| 185       | FILTER_TYPE                    |
| 186       | ENCNTR_PROCEDURE               |
| 187       | ACCESSION_ASSIGN_POOL          |
| 187       | ACCESSION_ASSIGN_XREF          |
| 188       | CCR_USER_FILTER                |
| 189       | RAD_WORKLIST_FILTER            |
| 190       | SCH_ROUTE                      |
| 191       | OMF_SVC_CAT_HIST_ST            |
| 192       | MLTM_RXB_ORDER_DURATION_MAP    |
| 193       | SCH_APPT_PRODUCT               |
| 194       | RAD_PACKET_COMPONENT           |
| 195       | CLINICAL_SERVICE_RELTN         |
| 195       | PRSNL_RELTN_ACTIVITY           |
| 195       | ENCNTR_PRSNL_RELTN             |
| 195       | DEPT_ORD_STAT_SECURITY         |
| 195       | PE_STATUS_REASON               |
| 195       | PRSNL_RELTN                    |
| 195       | CODE_VALUE_EXTENSION           |
| 195       | PRSNL_ORG_RELTN                |
| 195       | PERSON_PRSNL_RELTN             |
| 196       | CQM_OENINTERFACE_QUE           |
| 197       | OEN_TXLOG                      |
| 198       | ENCNTR_DOMAIN                  |
| 198       | PERSON_COMBINE_DET             |
| 198       | ALIAS_POOL                     |
| 198       | PERSON_COMBINE                 |
| 198       | ORG_ALIAS_POOL_RELTN           |
| 198       | PERSON_ALIAS                   |
| 198       | ENCOUNTER                      |
| 198       | PERSON                         |
| 198       | ORG_BARCODE_ORG                |
| 198       | DCP_PL_CUSTOM_ENTRY            |
| 198       | ORG_BARCODE_FORMAT             |
| 198       | ENCNTR_ALIAS                   |
| 199       | IM_DEVICE                      |
| 199       | IM_STUDY_LOCATION              |
| 200       | PERSON_FLEX_HIST               |
| 201       | RAD_REPORT_PRSNL               |
| 201       | PROFILE_TASK_R                 |
| 201       | RAD_EXAM_PRSNL                 |
| 201       | RAD_EXAM                       |
| 201       | TASK_CHARTING_AGENT_R          |
| 201       | RAD_REPORT_DETAIL              |
| 201       | RAD_REPORT                     |
| 201       | RAD_RPT_LOCK                   |
| 201       | SIGN_LINE_DTA_R                |
| 201       | RAD_PEER_REVIEW                |
| 201       | RAD_VETTING_HOLD_DETAIL        |
| 201       | INTERP_DATA                    |
| 201       | RAD_FILM_ADJUST                |
| 201       | STICKY_NOTE                    |
| 201       | RAD_TRANS_STATS                |
| 201       | ORDER_RADIOLOGY                |
| 201       | DISCRETE_TASK_ASSAY            |
| 202       | SCH_USER_LINK                  |
| 203       | PC_ATTRIBUTE_VALUE             |
| 204       | HOLD_RULE                      |
| 205       | PM_HIST_TRACKING               |
| 206       | TASK_ACCESS                    |
| 206       | APPLICATION_GROUP              |
| 207       | BB_ORDER_CELL                  |
| 208       | EPISODE_ENCNTR_RELTN           |
| 208       | EPISODE                        |
| 209       | SCH_BOOKING_ORD                |
| 210       | ACCESSION_ASSIGNMENT           |
| 211       | SCH_ACTION_LINK                |
| 212       | RAD_TEMPLATE_ASSOC             |
| 212       | WP_TEMPLATE                    |
| 212       | WP_TEMPLATE_TEXT               |
| 212       | RAD_TEMPLATE_GROUP             |
| 213       | PERSON_PRSNL_ACTIVITY          |
| 213       | TRACKING_PRSNL                 |
| 213       | TRACKING_LOCATOR               |
| 213       | TRACKING_ENCNTR_PRSNL_RELTN    |
| 213       | TRACKING_CHECKIN               |
| 213       | SHARED_LIST_GTTD               |
| 213       | ESI_LOG                        |
| 213       | RX_WORK_ITEM_QUEUE             |
| 213       | TRACKING_PRSNL_REF             |
| 213       | TRACK_ORD_EVENT_RELTN          |
| 213       | PRSNL_ALIAS                    |
| 213       | TRACKING_PRV_RELN              |
| 213       | TRACKING_ITEM                  |
| 213       | TRACK_REFERENCE                |
| 214       | MLTM_RXB_ORD_DOSE_AMOUNT       |
| 215       | OMF_CLINICAL_EVENT_ST          |
| 216       | PM_FLX_TASK_CONV_RELTN         |
| 216       | PM_FLX_CONVERSATION            |
| 216       | PM_FLX_PROMPT                  |
| 217       | PW_COMP_GROUP                  |
| 218       | TRACKABLE_OBJECT               |
| 218       | BORROWER_LENDER                |
| 218       | ICLASS_ACC_ORDER_R             |
| 218       | FOLDER                         |
| 218       | RAD_LOAN_INFO                  |
| 218       | IMAGE_CLASS_TYPE               |
| 218       | ICLASS_PERSON_RELTN            |
| 218       | IMAGE_CLASS                    |
| 219       | PW_COMP_ACTION                 |
| 220       | HIM_PV_PHYSICIAN               |
| 221       | PW_COMP_CAT_RELTN              |
| 222       | PRINTER                        |
| 222       | DEVICE                         |
| 222       | SCH_ACTION_NOTIFY              |
| 222       | OUTPUT_DEST                    |
| 222       | OUTPUT_DEST_XREF               |
| 223       | ORG_EVENT_SET_RELTN            |
| 223       | HIM_EVENT_EXTENSION            |
| 224       | SCH_APPT_ORD                   |
| 224       | RAD_PROCEDURE_ASSOC            |
| 224       | FILM_USAGE                     |
| 224       | ORDER_NOTIFICATION             |
| 224       | ORDERS                         |
| 224       | ORDER_CATALOG                  |
| 224       | RAD_PROCEDURE_GROUP            |
| 224       | RAD_PRIOR_PREFS                |
| 224       | ORDER_REVIEW                   |
| 224       | RAD_FOLLOW_UP_RECALL           |
| 224       | ORDER_INGREDIENT               |
| 224       | RAD_FOLLOW_UP_CONTROL          |
| 224       | RENEW_NOTIFICATION_PERIOD      |
| 224       | ORDER_IV_INFO                  |
| 224       | ECO_QUEUE                      |
| 224       | BILL_ONLY_PROC_RELTN           |
| 224       | ACTIVITY_DATA_RELTN            |
| 224       | ORDER_CATALOG_SYNONYM          |
| 224       | ORDER_ACTION                   |
| 225       | ENCNTR_CODE_VALUE_R            |
| 226       | SCH_OBJECT                     |
| 227       | CE_EVENT_ACTION_MODIFIER       |
| 228       | ORG_SET                        |
| 228       | ORG_SET_ORG_R                  |
| 228       | ORG_SET_TYPE_R                 |
| 228       | ORG_SET_PRSNL_R                |
| 229       | ALIAS_POOL_SEQ                 |
| 230       | ORDER_FUTURE_INFO              |
| 231       | ALLERGY_REVIEW_HIST            |
| 232       | ORDER_SUPPLY_LOCATION          |
| 233       | ORDER_ENTRY_FORMAT             |
| 234       | ORDER_TASK_POSITION_XREF       |
| 235       | DM_PROCESS_EVENT               |
| 236       | AUDIT_NAME_DEF                 |
| 237       | DATA_MAP                       |
| 238       | RX_PRINTER_LOCATION_R          |
| 239       | APP_TRANSLATION                |
| 240       | EKS_DLG_EVENT_ATTR             |
| 240       | EKS_DLG_EVENT                  |
| 241       | DA_BATCH_SCHED_LOG             |
| 241       | DA_BATCH_SCHED                 |
| 242       | PERSON_ANTIBODY                |
| 243       | CE_MED_ADMIN_IDENT_RELTN       |
| 244       | MRU_LOOKUP_ED_DOC              |
| 244       | PAT_ED_RELTN                   |
| 244       | PAT_ED_FAVORITES               |
| 244       | PAT_ED_DOC_ACTIVITY            |
| 244       | PAT_ED_SHORTCUT                |
| 245       | ENCNTR_TYPE_PARAMS             |
| 246       | PROXY_GROUP                    |
| 247       | DCP_ACTIVITY_LOG               |
| 248       | CHARGE_EVENT_ACT_PRSNL         |
| 248       | CHARGE_EVENT_MOD               |
| 248       | UM_CHARGE_EVENT_ST             |
| 248       | CHARGE_EVENT_ACT               |
| 248       | CHARGE_EVENT                   |
| 249       | PM_TRANSACTION                 |
| 249       | APPLICATION_CONTEXT            |
| 249       | PM_TRANSACTION2                |
| 250       | MSG_OS_ORD_CONFIG              |
| 251       | ENCNTR_ALIAS_HIST              |
| 252       | ORG_ORG_RELTN                  |
| 253       | PERSON_PRSNL_RELTN_HISTORY     |
| 254       | ENCNTR_SPAN_CODE               |
| 255       | V500_EVENT_CODE                |
| 255       | PRSNL_LOC_TEMPLATE_RELTN       |
| 255       | MESSAGE_TYPE_TEMPLATE_RELTN    |
| 255       | NOTE_TYPE_LIST                 |
| 255       | NOTE_TYPE                      |
| 255       | CLINICAL_NOTE_TEMPLATE         |
| 255       | NOTE_TYPE_TEMPLATE_RELTN       |
| 256       | PM_SCH_COMMON_NAMES            |
| 257       | MSG_DOC_FAVORITES              |
| 258       | OMF_MED_SERVICE_HIST_ST        |
| 259       | COMMON_DATA_FOUNDATION         |
| 260       | DCP_CUSTOM_COLUMNS             |
| 261       | EEM_ABN_ACTION                 |
| 261       | EEM_ABN_CHECK                  |
| 262       | RAD_RELEVANT_PRIOR_RELTN       |
| 263       | OMF_CHARGE_ST                  |
| 264       | ORDER_ALIAS                    |
| 265       | VIEW_COMP_PREFS                |
| 266       | SCHEDULED_TIME_OF_DAY          |
| 267       | ECO_FLEX_SCHEDULE              |
| 268       | PERSON_NAME_HIST               |
| 269       | PRSNL_GROUP_RELTN              |
| 269       | TEAM_MEM_PPR_RELTN             |
| 269       | CE_EVENT_ACTION                |
| 269       | PRSNL_GROUP                    |
| 270       | APPLICATION_INI                |
| 271       | ALPHA_RESPONSES                |
| 271       | ALPHA_RESPONSES_CATEGORY       |
| 271       | REFERENCE_RANGE_FACTOR         |
| 272       | MSG_EVENT_GRP_DTL_RELTN        |
| 273       | PRICE_RANGE                    |
| 273       | PRICE_SCHED                    |
| 274       | OUTCOME_CAT_CRITERIA           |
| 274       | OUTCOME_CATALOG                |
| 275       | RAD_TRACKING_CONTROLS          |
| 276       | OEN_PERSONALITY                |
| 277       | PRIVILEGE_EXCEPTION_DEF        |
| 278       | MLTM_RXB_ORDER_FREQUENCY_MAP   |
| 278       | MLTM_FREQUENCY_MULTIPLIER      |
| 279       | ANSWER                         |
| 280       | OMF_APP_CTX_DAY_ST             |
| 281       | MLTM_DRUG_NAME_MAP             |
| 281       | MLTM_DRUG_NAME                 |
| 281       | MLTM_DRUG_ID                   |
| 282       | MLTM_RXB_ORDER_REFILL_MAP      |
| 283       | RAD_ENCNTR_TYPE_LOGOUT         |
| 284       | DCP_PATIENT_LIST               |
| 284       | DCP_PL_RELTN                   |
| 285       | PERSON_TRANS_REQ               |
| 286       | PATIENT_EVENT                  |
| 287       | MSG_COLUMN_GRP_DTL_RELTN       |
| 288       | DETAIL_PREFS                   |
| 288       | VIEW_PREFS                     |
| 288       | NAME_VALUE_PREFS               |
| 288       | APP_PREFS                      |
| 289       | CQM_FSIESO_TR_1                |
| 290       | REF_TEXT_RELTN                 |
| 291       | PCT_CARE_TEAM                  |
| 291       | CODE_VALUE_GROUP               |
| 291       | PCS_DEMOGRAPHIC_FIELD          |
| 292       | IM_STUDY_PARENT_R              |
| 292       | IM_ACQUIRED_STUDY              |
| 292       | IM_STUDY                       |
| 293       | CE_CALCULATION_RESULT          |
| 294       | ORD_RQSTN                      |
| 294       | ORD_RQSTN_ORD_R                |
| 295       | PROBLEM_DISCIPLINE             |
| 296       | STORED_AT                      |
| 297       | TRACKING_AUDIT                 |
| 297       | TRACKING_AUDIT_ELEMENT         |
| 298       | CATALOG_EVENT_SETS             |
| 298       | V500_EVENT_SET_EXPLODE         |
| 298       | CE_EVENT_PRSNL                 |
| 298       | CHART_PROCESS                  |
| 298       | HM_EXPECT_SAT                  |
| 298       | V500_EVENT_SET_CODE            |
| 298       | HM_HEALTH_FACT_DEFINITION      |
| 299       | OMF_RADMGMT_ORDER_ST           |
| 300       | IM_CONFIGURATION               |
| 301       | PM_FLX_ACTION                  |
| 302       | ADDRESS                        |
| 302       | PHONE                          |
| 302       | PERSON_PERSON_RELTN            |
| 302       | PERSON_ORG_RELTN               |
| 302       | PERSON_NAME                    |
| 303       | AUTH_DETAIL                    |
| 304       | PERSON_ORG_RELTN_HIST          |
| 305       | HP_FINANCIAL                   |
| 305       | ORGANIZATION_ALIAS             |
| 305       | HEALTH_PLAN                    |
| 305       | ENCNTR_ORG_RELTN               |
| 305       | ENCNTR_PLAN_RELTN              |
| 305       | ORG_TYPE_RELTN                 |
| 305       | LOGICAL_DOMAIN                 |
| 305       | PERSON_PLAN_RELTN              |
| 305       | ORG_PLAN_RELTN                 |
| 305       | ORGANIZATION                   |
| 305       | CODE_VALUE_OUTBOUND            |
| 305       | ENCNTR_FINANCIAL               |
| 305       | EEM_PROFILE                    |
| 306       | OMF_ST_REQUEST                 |
| 307       | ENCNTR_SLICE_ACT               |
| 307       | ENCNTR_SLICE                   |
| 307       | ENCNTR_SLICE_REFERENCE         |
| 308       | IO_TOTAL_DEFINITION            |
| 309       | CONDITIONAL_DTA                |
| 310       | EXPEDITE_COPY                  |
| 311       | PM_SCH_RESULT                  |
| 312       | TRACKING_EVENT                 |
| 312       | TRACKING_EVT_CMT               |
| 312       | TRACK_EVENT                    |
| 312       | TRACKING_EVENT_ORD             |
| 313       | RAD_DOSE_SCAN_ORDER_R          |
| 313       | RAD_DOSE_SCAN                  |
| 314       | FILL_CYCLE                     |
| 315       | ENCNTR_VALUE_CODE              |
| 316       | HM_PERSON_NOTIFICATION         |
| 317       | PCS_ORDER_GROUP_R              |
| 317       | ACCESSION_ORDER_R              |
| 317       | PCS_ORDER_GROUP                |
| 317       | ACCESSION                      |
| 318       | POSITION_ROLE_TYPE             |
| 319       | SPECIMEN_CONTAINER             |
| 319       | ALIQUOT_INFO_QUALIFIERS        |
| 319       | SPECIMEN_CONTAINER_VOLUME      |
